0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-4.84E-04,-2.07E-10,2.44E-06,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
9.57E-07,2.03E-06,9.05E-07,7.21E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.40E-07,-5.36E-07,3.51E-07,9.91E-07,-1.89E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.87E-08,-6.29E-08,6.52E-07,-4.52E-07,-2.95E-07,1.75E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
-1.50E-07,-7.59E-08,4.86E-08,5.72E-08,-8.60E-08,-2.67E-07,9.47E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
9.05E-08,2.81E-07,3.30E-07,2.50E-07,-2.75E-07,1.65E-09,-3.59E-07,1.51E-09,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4.95E-08,2.32E-08,8.00E-08,-1.94E-08,-2.44E-07,-2.57E-08,-6.60E-08,6.73E-08,-1.24E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2.80E-08,1.42E-07,2.14E-08,-1.61E-07,-9.37E-09,-1.63E-08,6.28E-08,-1.18E-07,1.88E-07,-4.76E-08,0.00E+00,0.00E+00,0.00E+00
5.33E-08,8.38E-08,-9.40E-08,-7.01E-09,-8.45E-08,-4.93E-08,-3.76E-08,8.26E-09,4.06E-08,1.25E-07,1.00E-07,0.00E+00,0.00E+00
-5.08E-08,1.56E-08,2.01E-08,-3.06E-08,-3.79E-08,3.74E-08,-1.56E-09,4.65E-09,-6.30E-09,-3.11E-08,-5.22E-08,4.62E-08,0.00E+00
3.64E-08,-5.36E-08,1.43E-08,3.96E-08,-6.77E-08,3.09E-08,3.13E-09,-1.91E-08,-2.59E-08,4.19E-08,-6.20E-09,1.14E-08,-2.42E-09
