782,432000.0000,5282.602320,2.2787716007E-003,0.9902033020,-1.4797089834E+000,-1.979106618,1.6972686947E+000
782,518400.0000,5282.608643,2.2775562247E-003,0.9902220990,-1.4803102398E+000,-1.976319206,8.2981595945E-001
783,     0.0000,5282.604866,2.2729058983E-003,0.9902451356,-1.6013153566E+000,-1.976203943,3.4985937488E-002
783, 86400.0000,5282.612206,2.2721964633E-003,0.9902675270,-1.6018957386E+000,-1.975866420,9.0002692352E-001
783,172800.0000,5282.610254,2.2658916423E-003,0.9902843433,-1.6024681697E+000,-1.974036768,1.7665726919E+000
783,259200.0000,5282.613848,2.2588379215E-003,0.9902907801,-1.6030355932E+000,-1.973146114,2.6321817057E+000
783,345600.0000,5282.608103,2.2538665216E-003,0.9902860841,-1.6036026129E+000,-1.970228092,2.7833646090E+000
783,432000.0000,5282.610888,2.2467327071E-003,0.9902712414,-1.6041763738E+000,-1.968381792,1.9168086323E+000
783,518400.0000,5282.603941,2.2455608705E-003,0.9902491542,-1.6047613186E+000,-1.968952115,1.0526789038E+000
784,     0.0000,5282.607965,2.2458684398E-003,0.9902269237,-1.7257717911E+000,-1.967319845,1.8636627627E-001
784, 86400.0000,5282.605371,2.2437110310E-003,0.9902115177,-1.7263792050E+000,-1.966320343,6.7929790700E-001
784,172800.0000,5282.603130,2.2406501230E-003,0.9902075342,-1.7269947322E+000,-1.963589613,1.5466788715E+000
784,259200.0000,5282.604654,1.3414794812E-003,0.9888990374,-1.7388189855E+000,-1.887719473,1.7112680249E+000
784,345600.0000,5282.605623,2.2316145478E-003,0.9902341959,-1.7282210657E+000,-1.958236383,3.0018622585E+000
784,432000.0000,5282.607088,2.2281358251E-003,0.9902605299,-1.7288210157E+000,-1.955222933,2.1341823673E+000
784,518400.0000,5282.606228,2.2269185865E-003,0.9902879654,-1.7294090385E+000,-1.954806922,1.2690806760E+000
785,     0.0000,5282.611635,2.2283036960E-003,0.9903125366,-1.8503997719E+000,-1.953887074,4.0345856475E-001
785, 86400.0000,5282.606079,2.2262453567E-003,0.9903319276,-1.8509680336E+000,-1.953767406,4.6137664722E-001
785,172800.0000,5282.611233,2.2292201174E-003,0.9903439089,-1.8515332189E+000,-1.953026625,1.3268336111E+000
785,259200.0000,5282.607006,2.2287094034E-003,0.9903470747,-1.8520987333E+000,-1.949300899,2.1952706985E+000
785,345600.0000,5282.611393,2.2244872525E-003,0.9903430268,-1.8526659637E+000,-1.946343809,3.0629309574E+000
785,432000.0000,5282.606606,2.2246638546E-003,0.9903348227,-1.8532387663E+000,-1.943462655,2.3526776819E+000
785,518400.0000,5282.607767,2.2225676803E-003,0.9903237894,-1.8538194263E+000,-1.941334714,1.4858617608E+000
786,     0.0000,5282.603596,2.2203294793E-003,0.9903127546,-1.9748220137E+000,-1.941740921,6.2158743895E-001
786, 86400.0000,5282.607906,2.2200340172E-003,0.9903059418,-1.9754174170E+000,-1.940896083,2.4392521381E-001
786,172800.0000,5282.602814,2.2146718111E-003,0.9903069029,-1.9760198964E+000,-1.939531100,1.1099482992E+000
786,259200.0000,5282.607071,2.2107831901E-003,0.9903159628,-1.9766259248E+000,-1.938916089,1.9752130502E+000
786,345600.0000,5282.606037,2.2064934019E-003,0.9903345287,-1.9772298115E+000,-1.936176042,2.8426052265E+000
786,432000.0000,5282.606808,2.2027124651E-003,0.9903622480,-1.9778278773E+000,-1.934333910,2.5740741256E+000
786,518400.0000,5282.605875,2.2005665814E-003,0.9903953787,-1.9784177537E+000,-1.933368094,1.7084212594E+000
787,     0.0000,5282.610582,2.1945928456E-003,0.9904276244,-2.0994096984E+000,-1.932512227,8.4285929462E-001
